#node1	node2
O75586	Q9NX70
P49286	P50151
P49841	Q04724
P00519	P35222
O15144	P62993
Q8WUI4	Q9BTM1
P07737	Q5UIP0
P12956	Q9H9Q4
P78352	Q9UHC3
O95400	Q92620
O60296	P18505
O43447	P18146
P13232	P24394
Q15393	Q9UKV8
P35626	Q8NHC7
Q08379	Q14134
Q15750	Q9Y6K9
P02647	P41235
Q13315	Q8NFC6
Q13227	Q86Y13
Q96Q15	Q9HAU5
P41743	Q9HD67
Q96GM8	Q9Y5S9
P17028	Q9P2H0
P61586	Q02045
P12004	Q8WZ19
O14503	P08670
P14136	Q96HA1
O75340	Q96B97
O00505	Q96DF8
P49959	Q9NX02
Q6ZVK8	Q9UI14
O00422	Q9H160
P0CG48	Q86WV6
407028	O00292
Q5QNW6	Q9UKV0
P10828	Q15654
Q01668	Q12879
P48723	Q9NRR5
P14635	Q13526
Q13007	Q99062
Q9H936	Q9HCK5
P24522	Q8WWL7
Q9H6I2	Q9UJU2
P56945	Q07912
P51817	P54840
O00401	O43639
693190	Q00987
O00170	O14965
P63208	Q99466
Q01081	Q13243
Q04206	Q8IV45
P26367	Q8TF72
Q00688	Q00987
Q9NV56	Q9UK53
P15336	P84022
P01589	P13725
P35348	P54619
P18146	Q12772
P20936	P54762
O43707	P29274
P01566	P32927
P61981	Q92538
406886	Q92945
P07942	P25391
P04183	Q12834
P10767	P22607
P08579	Q15428
Q13177	Q9HBH0
P06734	P20702
O15264	Q66LE6
P40337	Q16658
P60660	P62140
P98095	P98160
P99999	Q9Y277
P35225	Q13261
P08151	P51817
P07333	P46934
P03372	P28065
P02768	Q92628
Q13315	Q9NPQ8
Q8NB90	Q99459
O00193	O75533
P63104	Q9P2H0
P01567	Q09472
P04637	P05549
P07199	Q9UGN5
P12931	P13645
O00206	Q04206
P42858	Q9BVJ6
O00459	Q99704
Q14643	Q9Y3M8
P23396	P62273
Q15796	Q93034
P06748	P18146
Q14802	Q16659
P18146	P40313
P05556	P56199
Q13191	Q13905
O43837	P50213
O14610	Q13972
A4D0S4	P23229
Q06609	Q14209
Q13315	Q969E4
Q13247	Q14683
P06493	Q01538
O00571	Q9BUV8
Q13432	Q9BX70
P62993	Q7L591
P62807	Q8WUI4
O60508	Q14683
P41279	Q04864
P17676	P58166
406899	Q8WY64
O95433	P31995
P46777	P62750
P19838	Q13158
P04222	P25787
P0CG47	Q29983
Q12888	Q71DI3
Q9Y6D5	Q9Y6D6
P13232	Q99062
P21246	P35226
P38405	Q8NGB4
P24941	P40337
P46094	P78423
P01889	Q9NR80
O60566	Q9UJX3
P14635	Q01538
P56750	P78369
Q99547	Q9NY61
P38936	P68104
O15264	Q9NYJ8
O15335	Q13683
O43908	P17693
P37287	Q9BRB3
O43294	Q9Y2X7
P05154	P06870
O96000	Q9UI09
P30559	Q9NY47
Q15796	Q9HCM4
Q8IYF3	Q9UNH6
P07148	Q07869
P18146	P53355
P12277	P19838
P78509	Q05397
Q96AG4	Q9UKE5
Q16637	Q92882
O14543	Q5H9I0
Q8WUA2	Q99717
P20618	Q92956
Q03001	Q15691
P07332	P10721
P24864	Q9UMX0
P23258	Q6NZ67
P46108	Q9UJV9
Q15942	Q9UNE2
P02787	P07711
Q14289	Q9Y277
Q96FW1	Q9Y4K3
A0JLT2	Q9UKV3
Q13315	Q9UKM9
P09874	P42574
P02766	Q9HB58
O00574	P13500
P16870	Q14181
O94762	P30876
P46094	Q9NRJ3
P10619	Q99519
P09958	Q9H8Y8
P41208	P54727
P02748	P07358
O43169	P30480
P35968	Q96PU5
P17028	P26641
Q12933	Q9H4K1
P01588	Q08334
Q15102	Q9Y4G2
P01566	Q8N6P7
P16885	P23458
P27448	Q04759
P63104	Q04917
Q16514	Q86TJ2
P0CG48	Q7Z6J0
Q8N257	Q9P0M6
P13725	P48551
P40763	Q13315
O75167	O95433
A1A4S6	P62745
O60671	P06746
P04626	Q9UKW4
Q8N8D1	Q96LT9
P23508	Q9UQE7
Q8NFP9	Q9NRL3
Q13748	Q3ZCM7
O14544	P42229
Q01113	Q8WXH5
145781	Q9NZD4
O75899	Q9UBI6
P56645	Q9UH62
P31749	Q13362
O75554	P0CG12
O60825	Q01094
Q14197	Q53H12
Q13158	Q9Y3A3
P36873	P54289
P54652	Q13217
P60709	P62328
P35626	Q8NGB8
P29460	P31994
Q9C0A0	Q9UPN3
Q13237	Q16720
O95630	Q9NZZ3
P09341	P49238
P45983	P62834
P06748	P49450
Q16630	Q9BSL1
P25963	Q00839
O75056	Q14247
O14640	O14641
P00748	P03952
P62837	Q14258
P30480	Q15643
P20702	P49715
P41182	Q9BXS1
O00273	P61981
O95816	P19438
Q15654	Q8TEM1
Q9NWZ8	Q9UHI6
Q15084	Q9Y478
P21673	P56182
O14508	P42226
Q13733	Q92569
P22301	Q9NNX6
P29597	Q92569
P62879	Q9NQ66
P11831	Q969V6
O76094	Q13573
P49407	P62330
P29274	Q08043
P15924	Q99459
P13725	P13805
O15209	Q9NRR5
Q13309	Q92858
O00463	P43489
P50395	P56537
Q16514	Q16531
P63261	Q99759
Q13432	Q9H0Q3
P00519	P61764
P19634	Q13464
P05161	Q00978
P28562	Q15759
P31942	Q00839
P28065	Q03518
O00459	P31946
O15360	O94805
P16333	P60763
Q8N187	Q8TAP4
P21815	P23229
Q96EZ8	Q9H9F9
P40429	Q9UNX3
O75626	Q9UKM9
P48551	Q9NWQ8
P35813	P52564
P52564	P80192
P22105	P53708
O43734	Q96RJ3
P51965	Q8TDB6
O14893	Q9UHI6
P06753	Q9Y5J5
P42226	Q9BXN2
P35626	Q8NH40
A5YM72	Q14669
Q15796	Q92793
P49792	Q9BW27
P15170	P60520
O60879	P61586
P04626	P14923
O94921	P30304
P36543	Q9H1Y0
Q8IZS8	Q9Y2T4
P51677	Q9NRJ3
P46937	Q15599
P06241	P32239
O75400	Q9NS15
P49023	Q14155
P02768	Q9H6Q3
P12830	P24941
O60684	P36551
Q14005	Q9BZL4
P04049	P45984
P04899	P51684
O14807	Q9UJF2
P04155	Q9UMX0
Q15797	Q8TB52
P49703	Q04724
P40225	Q9UHF4
Q00535	Q01105
Q13200	Q92597
P50616	Q8NE35
Q8IYR0	Q8WVD3
Q07812	Q92843
O75369	P53708
Q13573	Q9BTC0
P10145	Q16695
P08107	P10275
P78539	Q9UBC1
P11171	P42704
O00327	Q8IUM7
P41134	P55036
O75947	Q08AD1
P60880	P61764
P63167	Q00005
P01112	P15056
Q92633	Q9P2W3
Q16836	Q9Y478
P29597	Q06124
O95905	P08238
P38919	Q9HCG8
Q04323	Q15797
P05107	P46108
Q13547	Q9NRR4
O95619	O96019
P0CG48	P51617
P17612	Q93100
B1A4H9	P17181
O00444	Q5JR59
O75369	P17301
P21554	P61952
Q13573	Q8NFH4
P09471	P47712
P17948	Q96PU5
P13637	P27986
Q9BQE4	Q9BUN8
406933	Q9Y2M5
O76081	Q96CS3
O00716	Q8TAQ2
P12931	P36575
O95865	P18754
Q6UXN9	Q99880
O00144	Q6FHJ7
P62955	Q06190
Q92769	Q9UQ80
P11487	P22607
P01569	Q99062
P26599	P67809
P02766	Q7Z5J4
P62979	Q13501
O43164	Q13315
406959	Q9Y297
P30086	Q13177
P60660	Q99759
P46779	P62917
Q9H254	Q9NYQ7
Q12830	Q15796
P11234	Q96D71
P46100	Q13185
Q92905	Q9UBW8
Q96QU8	Q9HAW0
P01871	P11912
P04439	P30457
P49815	Q92574
O15511	Q9Y6W5
P52434	Q15560
P51817	Q13131
O00237	Q9H832
P22612	P45983
P60900	Q9BQ83
P19338	Q04206
P50454	Q8NHQ1
P55072	P67775
P38646	Q9Y2C9
Q9NV56	Q9NXR8
P63000	Q04206
P54252	Q15418
P16104	Q96DB5
P41743	Q9BYG5
O14976	Q00535
Q9H5H4	Q9UI09
O15239	Q16795
P52198	Q9BZ29
O15260	Q8IUQ4
P02768	P35555
P18847	Q15717
P04899	Q08828
O43293	Q96A00
P16333	P42768
P13232	Q99665
P37802	Q9GZN1
P18847	Q13164
P50402	Q9ULX6
Q9UKE5	Q9Y2B0
O43353	P35579
O75369	P16144
P25774	Q13651
P38405	P47887
P01112	Q03135
Q15528	Q9BTT4
P05013	P42702
P05412	P37173
O00571	Q9NX70
P14316	P32455
P60709	Q9UDY2
Q8IX03	Q96NE9
P28702	Q03181
P18146	P55318
P61978	Q9P2K5
O43676	O95299
Q712K3	Q969U6
P60953	P63261
P63092	Q03431
O60925	Q96AW1
Q66K89	Q8TBB1
Q00978	Q9Y6K5
P43246	Q13535
P25963	Q00610
P98164	Q9UQF2
P0C0S5	Q969S8
P54253	Q9NR31
O75400	P24347
P17987	Q99759
P04637	P25054
Q9NRI5	Q9Y2D1
P08708	P46781
P05386	P83731
O43889	P17252
P10912	P41235
P05556	Q92536
P49336	Q71SY5
P42766	P46779
Q96PQ7	Q9GZQ8
P18887	Q7Z2E3
P62807	Q9C005
O94966	P27824
C9JDP6	O15551
P38484	Q969D9
P17612	P54709
O15265	Q9Y6J9
Q96A08	Q96DB2
Q2TAZ0	Q9BTY7
O15085	P00519
O00555	P50151
P08581	Q9HAU4
P02768	Q9H974
P10451	P26006
P08670	Q96GX9
P25208	Q04743
P63267	Q9UI47
P19438	P42224
Q8IY92	Q9UJS0
P54259	Q9UQB8
O95084	P34896
P61981	Q9UMS6
P29597	P32927
P51955	Q13042
Q14197	Q96I51
P62136	Q9UBN1
P22460	P35609
P04222	Q15691
Q8WXU2	Q9H0R8
Q8IY31	Q8TES7
O75909	Q9HBU1
P08754	Q15147
P08238	P12814
Q29RF7	Q8N3U4
O43353	P28482
P05013	P16871
P21246	Q96SN8
P27986	Q96B97
P06239	P30530
O60674	Q8WXH5
O60229	P38432
P62745	Q9H3F6
O00585	P32246
P35609	Q9UKX5
Q8IYB5	Q9HAU4
P38936	P55084
Q86YT6	Q9UHD2
P61421	Q9UG56
P04839	P19320
A6NIT4	Q6UXL0
P48059	Q99708
P46736	Q06609
P62304	Q99459
Q8WWW0	Q92624
P19438	P38646
P62241	Q07021
P45983	Q15759
O60260	Q9Y6K9
P62877	Q969H0
P08571	Q9NR97
P08572	P98095
P00749	P05121
Q08209	Q8TD86
P19174	Q9H1R2
P15927	Q13315
O75197	Q93098
P60520	Q8WVZ9
P27824	Q9HBA0
P08754	P12931
O43318	Q13451
P16471	P20809
P37802	P40337
P52564	Q02779
Q8WUI4	Q99877
P06241	P43403
P0CG48	Q9NS91
P01871	Q06187
Q8NFM7	Q96F46
Q15796	Q9UQ72
O95863	Q13153
O75530	P63244
P26951	Q9ULV8
P52298	Q14164
P08134	Q96QB1
Q14139	Q9Y2X8
Q96JJ7	Q9H3N1
P63173	P83881
Q13535	Q6PJT7
Q96JB5	Q9Y478
O60568	Q13535
Q13155	Q8IZ69
P04278	Q96QD9
Q04206	Q9HC29
P20042	Q13432
Q13573	Q16514
Q15185	Q9Y4K3
Q9H461	Q9NQ66
P0CG48	Q15025
Q13148	Q13573
O14904	Q96HF1
O43251	Q16637
O95777	P78347
P35680	Q9HBJ8
P62158	Q8IU85
P01106	Q15257
P60520	P78334
O00264	Q9H1Y0
P01889	P51149
O43524	Q16828
Q9BQ66	Q9UKJ5
Q8N2Z9	Q8NB91
O15530	Q86WB0
P62993	Q9NUG4
Q13017	Q7L0Q8
Q13535	Q15345
P35520	Q9NP79
Q15287	Q9GZR7
P62136	Q13554
Q07812	Q96PG8
P51946	Q9HB71
O94776	Q13535
P42338	P59768
P54253	Q00978
Q13191	Q6UXL0
O75116	P19838
Q99879	Q9UKV0
P51692	Q06124
O95391	Q13315
P35968	P52803
P11142	P25963
P08069	Q9Y6I3
O00148	Q13573
P08238	Q08752
P11233	Q07889
O75525	P38159
P46108	Q9ULH0
P40225	Q99650
P53778	Q15750
P15498	P51956
P23229	P24043
P18847	Q16659
O95169	P17568
P14784	P62993
Q96HY6	Q96JB5
Q15628	Q8N163
Q12774	Q14161
O15399	P62136
Q13007	Q99665
P62993	Q02750
P01568	P26992
P08865	P62753
P17081	P46109
Q01130	Q15428
Q86UW9	Q9BQY4
P61978	Q8NE01
P07197	Q9UKE5
O14920	Q07021
P46379	Q99700
P49792	Q9Y613
Q13530	Q99623
P46734	Q5S007
P05231	Q04864
P07949	P46934
Q15139	Q8TAA9
O60921	Q99615
P08581	P15692
Q9UKV8	Q9Y265
P01111	Q8IV61
P00533	Q99962
P06400	Q8WUI4
P12830	P35221
O95810	Q969G5
P37173	P98082
P68366	Q96BD8
Q15334	Q9GZQ8
Q13651	Q86WN2
P61968	Q9GZM7
P53618	Q13424
P22612	P60510
Q8NFH4	Q9BW27
P48507	P62330
P61952	Q92806
Q14919	Q9UIJ7
O95182	Q16795
P54132	Q96E14
P19532	Q13347
O75475	O94788
P53350	Q08752
Q15528	Q96HR3
Q13387	Q9H267
Q15831	Q96A54
O15264	P48643
Q12888	Q6ZW49
P62993	Q04759
Q13362	Q13522
Q14192	Q9H2S9
O00257	Q16644
P01571	P52333
P31947	Q12778
Q99523	Q9UJY5
P26639	Q9Y478
P45983	Q96T37
P04271	Q15109
O95837	Q00722
P16104	Q16695
O15524	P10914
P53350	Q13535
P18146	Q8WY64
P02458	P06756
O75925	Q13485
Q9BXW9	Q9HB96
P10275	Q15233
Q15796	Q8WXF1
Q13042	Q96LZ3
Q13315	Q5HYJ3
O14543	Q16659
P41235	P49848
O95793	Q15435
P20827	P22607
P12931	Q13796
Q8N6Y0	Q96GM5
P11142	Q07021
P30154	Q7Z3S7
Q13315	Q8WZ42
P78356	Q06187
P54646	Q16875
P52198	Q13009
Q86VP1	Q9Y3M8
Q04771	Q15759
O76081	Q15773
P51817	Q9H1R3
P16871	P60709
P06493	P49815
O60503	O95398
P62877	Q9NXK8
P59768	Q92633
P03905	Q9NX14
P63244	P78396
P50150	Q92569
Q13573	Q9UBF2
406889	P05231
P32121	Q8NGI2
P04406	Q13952
P16401	Q96HA7
Q15287	Q9H7Z3
Q6STE5	Q86U86
P26599	Q01081
P61073	P63096
P08567	P12814
Q9NRI5	Q9UKE5
P23297	P26678
O95163	P33240
407018	O00628
P07384	P20810
P16520	Q8WYR1
P04899	P49795
P05013	P24394
P16333	Q8IWN7
P07900	Q16665
Q15038	Q8TDP1
P10144	P52565
P00403	P01889
Q14332	Q96HF1
P60953	Q7Z5H3
P0C0L4	P48740
Q9BZZ5	Q9Y478
P61981	Q99759
O43182	P62745
Q9H8S9	Q9Y4K3
P29992	P32238
P54253	Q99700
Q13554	Q8NFM4
P08651	P22670
P16871	P30626
O75444	P26367
P12272	Q14974
O95484	Q9UDY2
O95347	Q6IBW4
P23497	P55854
Q149N8	Q93052
P35626	Q8NGD0
Q08945	Q96A08
O43586	Q99996
Q15365	Q6P2Q9
P52756	Q86V81
O00141	P48048
P51149	Q14204
P01889	P41250
P35626	Q8NH48
P12268	P31749
P01241	P62807
P78330	Q9NZI8
O75144	P10747
P27482	Q16566
Q16629	Q92620
O95985	Q04206
P16144	Q9UMD9
P46019	Q86XI6
P22061	Q9UKE5
Q13485	Q13643
P63104	P81605
Q92793	Q92831
P08581	P63104
Q6UB35	Q9Y5J5
P04156	P68400
P01236	Q8IU57
P05112	Q9HC73
Q08170	Q15365
Q96F44	Q96RN5
P02778	P51685
Q86U86	Q92922
P21549	P62258
O15525	P35638
P19419	Q02363
P38398	Q92769
P67870	Q96RK0
Q16566	Q8TEY5
P05106	Q9P212
P53708	Q92752
P46094	Q9Y4X3
O00716	Q01094
P27986	Q05513
P17612	P19634
O95243	Q69YH5
Q8WWI5	Q9Y6H6
P22392	P30153
P05556	P51817
407009	P06870
P05114	P10412
O00329	Q12933
P19012	P25054
Q99996	Q9NRG4
P15153	Q6ZUM4
Q03188	Q16539
P54727	Q01831
O60858	Q01844
P35269	P35548
P00533	Q6S5L8
P28749	Q13547
P51681	Q9NPD3
P18077	P62424
P42766	P61353
P25398	P62081
P24534	Q9H1Y0
Q14103	Q15717
O43918	Q9H2G2
P06756	Q9Y490
Q15843	Q9UNS2
O75167	P16333
P18848	Q9Y297
P21333	Q07157
P18124	P50914
P35544	Q9NX58
P18146	Q9H4A5
O15047	Q9UPP1
P23025	Q13535
O00305	P62714
O60260	Q99719
P42345	Q6MZQ0
Q5JY77	Q96AW1
P14866	Q14103
P06213	P52803
P28482	Q13464
O75461	Q15910
O14980	P35232
P62917	Q92901
P30153	Q13936
P31995	Q15759
P14625	Q96P20
P01023	P01127
P15976	Q05516
O14920	O75807
Q13257	Q9BS18
P62987	Q9UMX0
P28072	Q00987
P62993	Q96RL7
Q7Z5Q5	Q8TDG4
Q13748	Q9UGJ1
P55157	Q99259
O43921	P09619
P17980	P62195
P08514	Q92752
Q15233	Q6WCQ1
O75909	Q8N6Y0
P19174	P78314
442915	P41279
P81605	Q14232
P22455	P49765
P01566	Q5VWK5
P45973	P52565
P06241	Q92874
P05556	Q63HR2
P51665	P61289
Q96EB6	Q9UBP5
O14980	O94776
O75400	O95466
P62993	Q9Y613
Q01344	Q9HBE4
O15372	Q9UBQ5
Q07817	Q9BZR8
P08069	Q9H4P4
P56704	Q5T4F7
P27986	Q13393
Q13426	Q96T60
P78395	Q13617
P41182	Q96QZ0
O75971	P46736
Q6ZVM7	Q9H0E2
Q01970	Q9UBI6
P02458	Q96JB6
P18146	P22736
O75956	Q9NZJ5
P06400	P33993
P16473	P23458
P08865	P62854
P20338	P51149
O60353	Q01970
Q15517	Q9NRR5
P38159	P52756
P18146	Q969F8
P31943	Q01081
P16104	Q15906
Q13573	Q86U86
P18146	Q05925
Q13535	Q8IY67
Q99459	Q9Y265
P61106	Q6XUX3
P11171	Q96AG4
P07199	P31314
P48454	Q53ET0
O14654	P20333
Q07890	Q7Z6B7
O14733	Q9NYL2
P29459	Q15306
P15153	P16333
O75251	P17568
O95267	P01112
P31946	Q15208
P10145	Q14653
P50570	Q9Y478
P04626	Q16665
Q99459	Q9Y5B9
Q14240	Q96Q15
P17301	Q99828
P46781	Q9UET6
Q13444	Q5TCZ1
Q9P2M7	Q9UKX2
P06576	Q14451
P43686	Q99460
Q16602	Q5JWF2
Q16526	Q9Y478
O14641	Q14344
P16220	P17612
P22694	P62873
O14920	O43318
Q13683	Q14031
P28566	Q9HAV0
P21359	Q07889
Q08289	Q969Q6
P62070	Q13671
P09651	P62993
B1A4H9	Q01344
Q96B18	Q9ULK5
P20339	Q14164
P78527	Q15014
Q04206	Q99558
Q969S8	Q99877
Q8N4T4	Q93062
P01375	Q96EB6
Q8WWQ0	Q9H169
P10412	P45973
Q8IUQ4	Q9UHB7
O60907	P63208
P04150	P51532
Q08170	Q8IWZ8
P07766	Q8TE67
O00571	Q13077
Q15762	Q92692
406986	Q9H3D4
O95071	Q13315
Q13573	Q9Y2W1
P13805	Q9UJ70
P46734	Q99683
Q96MN2	Q9NPP4
Q8TBH0	Q9P2G9
P13645	P49642
P24844	P63261
P04637	Q9NPF5
P17544	P49715
Q02156	Q96HC4
P31947	Q86X27
P35498	Q9UK08
P17987	Q13489
O00329	P14784
Q13936	Q9P2W3
P16104	P30048
Q70Z53	Q9NX46
O15357	Q13588
P10721	P15692
Q5TAQ9	Q99750
P51668	Q12899
P04275	P18084
Q14738	Q96PY6
O43734	Q13114
O00442	P18077
P61587	Q9H0H5
P49023	Q12800
Q12962	Q9Y6J9
P04899	Q96PN6
P09681	Q8TDV5
P51531	Q12824
P05496	P56385
P07711	P55957
O43677	Q16795
Q99623	Q9NZU0
P08754	Q00975
P62807	Q96KK5
P00750	P05452
P35580	P42684
Q9UM00	Q9Y2Q3
P25116	Q9UBI6
O00459	P08138
O75581	Q9Y4X0
Q5D862	Q9UL18
Q16543	Q9Y243
P22681	Q07666
P20749	Q92905
P32456	P49903
Q53G59	Q7Z614
P05423	Q15759
Q13352	Q9GZR7
O00755	Q9H461
P25205	P62330
O75716	Q14164
O75448	Q6P2C8
P55036	Q15369
O00401	P18206
P01589	P10914
O76011	P61981
P17987	P27348
O75044	P15153
P51681	P57727
O75116	Q7Z406
Q16849	Q9H254
O14901	Q96ST3
P42345	Q7L523
Q9GZV5	Q9Y2T4
O94864	Q9HBM6
Q01970	Q14332
P62277	P62993
P56945	Q05209
P41182	Q96RU7
P19387	Q00403
P07237	Q9UMX0
P63092	Q99614
P12931	Q6S5L8
P53350	Q7L590
P04150	P40763
P17181	Q12933
P07332	Q16555
O95198	Q53G59
Q9NTJ3	Q9Y6K9
O15264	Q12968
P06127	P21854
P10827	P27986
O60674	Q92569
P27986	Q15019
P29597	P42226
P49642	Q93008
P10721	Q9UQQ2
P46778	P61254
O43164	Q9Y5V3
O43306	P22694
O60907	Q13227
Q9H6Y7	Q9P031
P02787	P27540
Q96D42	Q9H3S1
A6NHT5	P46379
P16885	P21802
Q13547	Q9UER7
P43405	Q8NET5
P04141	P51532
P16220	Q12873
Q15834	Q8N715
P06493	Q12834
P04637	P17936
P56597	Q04206
P02452	P08123
P21246	Q13087
P45983	Q9P2Y4
P68431	Q96L73
P30154	Q9Y698
P34931	Q00613
P35626	Q15619
P27816	P27986
P06400	P38398
P61289	Q96EV8
P12004	P13051
P51116	Q8WVF5
P41159	P42702
P56937	Q15800
A6ND36	P84022
P62829	P62987
Q14781	Q99750
O95169	Q9P1W9
Q13797	Q99759
Q07889	Q13480
O43312	P23468
O14640	Q53G59
P47712	P60903
P04899	P51817
P19235	Q8IU54
O14640	Q7Z3G6
P10398	Q04759
Q15375	Q8N5V2
P01106	P30837
P33991	P62805
Q04637	Q13283
P12956	P41220
406952	Q16827
O15162	Q14774
O75323	Q9GZQ8
O00233	P51665
O43809	P33240
Q16637	Q96HA8
O95832	P56880
P06241	P42336
O15553	P29466
P78369	Q96B33
P28482	P63211
O43809	P05386
Q99750	Q9H7H0
P05129	P18031
P05388	Q9UQ80
P24394	Q8IU54
Q7Z2E3	Q9NRD5
P78362	Q15287
Q96KQ7	Q9H0I2
P54257	Q96NT1
Q99750	Q9NQX5
P18858	Q13509
P82673	Q14197
P08172	Q9UBI6
P17181	P23458
P46778	P46779
P01137	Q14392
P27361	Q9C0H2
P17936	Q14766
P32246	Q15835
Q12834	Q99459
O15085	Q07889
P16333	P27816
P48552	Q13285
P68036	Q96EQ8
P27348	P49796
Q96RR4	Q9NZT1
P08246	Q9UBQ0
P17612	P50151
Q14106	Q8NE35
P31947	P40818
P05019	P21802
Q8N474	Q9H1J7
P0CG48	Q9Y2H0
P22681	Q9ULH1
O95267	P62714
A6NHL2	P51149
O75528	Q9Y6J9
P10914	Q00403
A1YPR0	Q99459
P09529	Q04771
O95619	Q9UPN9
P11171	P57088
407018	Q12778
P35544	P60866
P04183	Q9UPQ3
P63252	Q13424
P23508	P61964
P26441	Q8IU57
Q969V5	Q96B02
P28482	Q05513
P14672	P37231
O00232	P01243
Q99816	Q9NP58
P62993	Q13905
Q16659	Q9NVX0
P05388	P46778
P06703	P07355
Q3ZCQ8	Q9NYJ8
P58107	Q9Y2Q3
Q15287	Q9UBC1
Q13509	Q68CR1
Q9H814	Q9UNZ2
P23769	Q92793
P20226	Q06587
Q96QV6	Q99880
P23508	Q14152
Q13573	Q8IYB3
O43187	P49810
P04150	P20226
Q15645	Q5TA45
P15586	P62993
P51587	Q15008
Q5UIP0	Q92963
P18848	Q16236
Q01105	Q15172
Q8WUM4	Q9H444
Q9BWU1	Q9ULK4
P04141	P10912
P62745	Q5JSL3
Q99731	Q9NPB9
P31749	Q15435
O43513	Q9BTT4
P32121	Q8NGC7
P06493	Q13635
P27348	Q04206
P13805	Q13595
P27348	Q9NWZ3
Q96FW1	Q9H1Y0
P52429	Q01105
P01583	P35228
P16333	Q16620
P22612	Q08462
P43364	Q8N131
P08134	P52757
P50402	Q10586
O00206	Q9NP99
P28482	Q9BZM1
Q01344	Q9NPF7
P04626	Q15262
P41743	Q5SW24
P12980	Q8WXW3
O95484	P78369
Q13573	Q96PK6
P61981	Q7L804
P04637	P17252
Q00005	Q05513
Q9NPD3	Q9Y2L1
O43353	Q13489
P35626	Q8NGP8
O75578	Q05397
P63218	Q08462
Q4LE39	Q9UK53
O15553	P17676
P42345	P54619
P34969	P61952
P53779	P99999
Q06330	Q09472
406982	Q01196
O00151	P63272
P42858	Q92793
P62158	P63098
P14151	P28906
Q04721	Q15797
P00519	Q04917
P01732	P30443
Q70YC5	Q9NRI5
O94762	P36954
Q13435	Q96GM8
Q05516	Q15834
P25786	Q14164
P46779	Q9UKV8
Q8N5R6	Q9UGN5
Q6IBS0	Q9NSB4
Q9UI14	Q9UNI6
P16333	Q9BY71
O94906	Q9Y5J5
O14818	Q99436
Q9H7U1	Q9NV70
P05129	P63218
P84090	Q9Y3C7
O00425	Q9UL18
P05060	P19388
Q8N257	Q96DB2
Q5JR59	Q9H4K1
P08865	P46781
O43639	P09619
P06734	P41182
P18146	P48065
P22694	P42261
P10415	Q13323
P57059	Q53ET0
P60866	P62857
P26006	P46108
P52434	Q15653
P05023	Q13237
P22612	P52565
Q92796	Q9GZV5
P18077	P46777
P67775	Q15257
P61026	Q86TI0
O15211	Q07889
P54284	Q13362
P10721	P10767
O95568	P41220
P42766	P62899
O95897	P62753
P27361	Q99717
P26232	Q08043
O95999	Q9Y4K3
P01574	P10914
Q12933	Q6ZVK8
P30411	P30679
P49674	Q92888
Q7Z7H8	Q9UPT9
Q9H074	Q9H361
P48061	P51684
P01242	Q8N6P7
P06493	P30304
P36897	P63151
Q09161	Q13315
P32969	P62424
O95359	P49450
P18084	Q08043
P18146	Q9NZ08
P56524	P63104
Q16585	Q92629
P26641	P62316
P30519	Q15047
P55854	Q7L2E3
P48443	Q9Y6Q9
P38484	P50591
P23763	P32856
P13747	Q03519
P50570	P55157
P35222	Q05209
P31314	P49767
Q13535	Q9UHB6
Q9GZQ8	Q9UBC3
Q16637	Q16891
Q9NV58	Q9NYL2
P49368	Q00005
P35626	Q8NGF3
P01215	P01222
P85299	Q01804
P04217	P54108
P11142	Q00653
P10451	Q9NUQ8
P35637	Q14103
P48551	Q9GZX6
P46977	P61803
P21675	Q15545
Q8NEY8	Q9UJ70
P11309	Q92934
O75448	Q15797
O95251	P08670
Q15714	Q6UB35
P10415	Q06710
P06241	Q8IZD9
Q99967	Q9UBR4
Q00597	Q9UBZ9
P17028	Q7L5N1
P01876	Q96JB5
406987	P16144
Q13416	Q9UBU7
O60603	Q9BXR5
O00459	P30530
P20671	Q9UJW3
O75312	Q96SN8
O95931	P68431
P28482	P49286
P40337	Q15369
P35443	Q05397
O60262	P04899
Q8TF65	Q96ID5
O00505	P38432
Q92769	Q9BTM1
P50914	P62917
P05388	Q8WYK2
P11171	P63261
P01286	Q12884
Q5T4F7	Q9NPG1
Q8WXE9	Q96D71
Q14680	Q9BZR8
P05013	Q13651
Q13033	Q9Y3A3
Q9UJX5	Q9UJX6
P33992	Q09472
P28066	P60900
P45985	P46109
Q96PV6	Q9BQY4
P01100	P01116
O95182	Q86Y39
Q13315	Q9P206
O60674	P24394
P15311	P16871
O14641	P31749
P01243	P10912
Q14566	Q7L590
Q15750	Q99615
Q15628	Q8N5C8
P19878	Q16539
P18124	Q02878
P01236	P23284
P49910	Q15834
P18074	P50613
O14512	P42701
Q07890	Q7Z5H3
P04899	P30411
O95865	Q9H5J8
P06400	P62937
P22314	P63104
P13639	P15170
A4D0S4	P26010
Q05655	Q9GZQ8
Q8N5U6	Q9Y2X8
O60675	Q16621
O43143	Q8N5A5
Q8NFM4	Q9UBI6
P14770	P40197
P01106	Q13724
P41182	Q9UBK2
P19387	P62487
P31273	Q9H2G2
P39880	P62633
P25025	P51671
Q76L83	Q9Y4K3
O75365	O95831
P16220	Q8NE22
Q7Z434	Q99942
O95998	P10914
O43674	P56556
P24723	P46527
O96000	P03891
O43557	Q12933
O14936	Q9Y2J2
P45983	Q16690
Q01105	Q9Y478
