#node1	node2
Q15811	Q8TAQ2
Q9NW08	Q9Y250
Q07820	Q92934
P26441	Q969J5
Q58FF6	Q9Y6K9
P0C0S5	Q96A08
O60258	P21802
P62714	P78371
P61587	Q9UNA1
Q9H0R8	Q9UN88
Q13415	Q99741
P17181	Q9HBE4
P40337	Q99700
Q969V5	Q96B02
Q13526	Q9Y600
P63208	Q8N3Y1
Q9Y3C7	Q9Y6I3
P24390	P84077
Q96KR7	Q9BS40
P19838	P51817
P34931	Q00613
P01106	P35813
O15047	Q9UPS6
P10074	Q96BR9
P04637	Q16659
O14746	P07900
P08575	Q07912
Q13901	Q99598
P30086	Q9NRG4
Q15788	Q99873
P04183	Q9HB58
Q9BUF5	Q9Y6G9
P17483	P23511
P11802	P46379
P32246	Q04941
O00422	Q9UBB4
P05106	Q9Y4G6
P84095	Q9NQU5
P18146	Q14814
P46100	Q9H7U1
P05129	P46527
P10071	Q8N752
Q9P2H0	Q9Y265
P35222	Q9UKB1
P63098	Q9UJX6
P08670	Q9H9J2
P16520	P48051
P01137	P58166
P10276	P35558
O95817	P11142
P25942	Q14974
P21815	P26006
O43772	Q96RY5
Q96RL1	Q9P0M6
P05129	Q12879
P25025	P52333
P07900	Q9Y243
O14818	Q9BQ83
P04637	Q7LG56
P10242	P35225
Q9UM54	Q9Y6K9
P62873	Q14833
Q14573	Q9P212
O14802	Q9NW08
Q9NZ43	Q9P2W9
P60510	Q14164
O60232	Q8N5R6
P56279	Q9Y243
O43463	P24941
P45985	Q99683
P01241	Q99665
P17693	P43630
Q969T4	Q9Y508
P16188	Q8N423
O75343	P33402
P04637	Q06609
P25054	Q9Y297
P13612	Q07889
P07333	Q9GZV9
P16615	P19438
Q16566	Q9NZT1
P20823	P28332
P62136	Q9H175
P05129	Q9NRD5
P83916	Q13185
O94776	Q96KQ7
P04216	P42226
P06132	P08670
O43914	P43632
O95503	Q9BSM1
O60814	P0C5Y9
O95999	Q96LW7
P47992	P51686
P20823	Q9UBV2
P23258	Q8WUM4
Q01804	Q9HC24
P37173	P62993
P23497	Q13472
Q00987	Q8N9B5
P48551	P60568
P13807	P62140
Q96BN2	Q9HBM6
Q96LR5	Q9Y508
O95999	P0CG48
P10070	P12755
O94772	Q92997
P11177	P61224
O43298	Q8TAU3
Q13535	Q5UIP0
Q15323	Q9ULA0
Q13347	Q92956
O75815	Q92945
P04181	Q9NRR5
O95980	P04626
P04222	P24752
P32121	Q5JQS5
O43278	Q9NRR5
P39023	P50914
P49286	P62879
P26358	P62987
O94763	Q99759
O43290	Q13315
P16581	P49023
P19022	P23467
P47897	P49841
Q04912	Q04917
Q16539	Q9P2W3
P34931	Q04206
P07384	P25963
P22607	Q92913
P05556	P05771
O00626	P49682
O75937	Q16629
P22694	P25963
Q8IWC1	Q9UET6
P18846	Q6UUV9
P37840	Q9BRK5
O14543	Q13261
P17612	Q92934
P11388	Q13526
P41231	P50148
P16383	P46108
O75817	P78345
P22612	P54289
P10914	Q13114
Q13748	Q96RT8
O14775	P17612
P13639	Q15843
P27986	Q92730
P35968	Q9HAU4
P42338	P42345
P10721	Q15147
P11142	P11229
P26717	P30450
P23229	Q92752
P0C1H6	Q99878
P17948	Q92915
Q08211	Q15365
P52735	Q92564
O14775	P05129
P04637	Q16611
O15264	P63151
P35968	P46934
P18031	P29376
Q92830	Q92878
O95886	P62993
P17987	Q9UHD2
O95918	P38405
Q9HC98	Q9UQE7
P25398	Q9HCK5
O14802	Q9H1D9
P57739	Q07157
P12830	Q08050
P51116	Q96CW1
Q15628	Q9NR12
P38936	Q8TF32
P20645	Q9UJY5
P49682	Q14847
Q5EB52	Q8NAF0
P25786	Q7Z6G3
P05556	Q05397
O75367	Q5QNW6
O43318	P06733
P31947	Q9H4L5
P25205	Q9UJX2
P13232	P40189
Q15287	Q9Y5X1
P01243	P99999
P51116	Q9NVV9
P25963	P67870
P02647	P05067
P10144	P29466
P07550	Q13639
P62753	P62979
P32121	Q9GZK4
P30559	P54289
Q13217	Q9P2K8
P15924	Q00653
P01106	P35222
Q00722	Q02156
P26992	P40189
Q13557	Q86YW0
P12544	P55085
Q7L0J3	Q9Y6N6
P32121	Q6IEY1
P45983	Q99683
P08069	P21781
P62854	P62857
O15105	P46734
P41235	Q9UHI8
Q9UPT9	Q9Y6J9
P31785	Q9NYY1
Q13418	Q9Y678
O00206	P00533
P27482	Q96NX5
Q04206	Q9BVA1
O43175	Q99459
P08107	Q99683
P37231	Q15848
O60610	Q13573
P07948	P50570
P01112	Q13554
O14543	P31785
P26010	P46109
P29597	Q99650
P10914	P58876
P35637	Q16629
P15170	P30480
Q13635	Q9Y2G2
Q8IYF1	Q9NX45
Q16637	Q16891
Q16778	Q9C005
P01241	P39019
P40337	Q15843
O60404	P35626
O95837	P25105
P55075	Q02763
Q9BVC4	Q9Y243
P10275	Q9ULJ6
P01834	P02787
O00221	O60641
P26641	Q8WYK2
Q16533	Q5SXM2
O43353	P04179
B5ME96	P31994
Q13315	Q9UJY5
O15264	Q13873
P25054	Q13418
P62993	Q15139
Q96PY6	Q9Y496
O15479	P46779
P01876	P10909
O43683	Q9Y6D9
P56537	P67870
Q96DU9	Q9H074
P57721	P61086
Q13698	Q9HAV0
O00212	P51805
Q06830	Q6WCQ1
Q13526	Q96Q89
Q9P0M6	Q9UBN7
P54840	Q9UGJ0
P28562	P45984
Q92802	Q99684
P49792	Q13315
P02461	P16070
Q7Z4P5	Q9H2X0
P32121	Q8NG99
O00422	P31946
P31943	Q99759
P26718	Q6H3X3
P19174	Q9UM73
P62854	P62979
P07948	P63096
Q8NFF5	Q9NRG1
P08047	P41440
Q96NY8	Q9NQS3
P22626	P26599
O75914	P52564
Q13547	Q99459
O14640	P31749
Q99459	Q9UKF6
P18206	Q9UI47
P08572	P16070
O00303	P63104
P17181	P29460
P04628	Q8N474
Q13137	Q14164
O00329	O14939
O96017	Q13315
P05106	Q16363
P23467	P27361
O00168	P54710
406911	Q15306
Q92988	Q9Y5V3
Q13555	Q9Y698
P50402	Q13813
O00212	Q9P286
P01116	Q13555
Q07890	Q969Y2
P46937	Q9Y2T4
P06899	Q6UXN9
O00574	P35626
P22694	Q01118
Q13772	Q14289
P62191	Q9Y6X2
P01241	Q16186
Q14164	Q9NR31
O00305	P62136
P01563	Q9UHF4
407026	Q01453
P62993	Q2TAY7
P22612	Q9UKL4
723778	Q9UNL4
Q13616	Q8IYD8
P15153	Q9H0H5
Q92530	Q96C03
P30281	Q9H063
B5ME96	P12318
P42336	P49841
O15116	Q86V24
O43929	Q13415
Q7L190	Q99962
P08865	P62277
P48551	Q16619
P19634	P46934
P12931	Q9UQC2
O00418	P05771
O94874	P61077
P09919	P16471
O15198	Q9NR34
Q13153	Q15257
O43295	Q9UKE5
P01111	Q15349
Q99627	Q9Y239
O43684	Q15428
Q13188	Q9H4B6
O60543	Q05516
O95084	P12236
P13232	Q9HC73
Q8N2W9	Q9UJU2
Q9BVP2	Q9Y5J5
P04141	P48357
Q96RJ3	Q99558
P30559	P62955
P16220	Q6NUP7
Q9UPR3	Q9Y5P8
O43237	Q9NY65
O14717	Q9NVI1
P29622	Q92956
O94864	Q9BRQ0
Q15118	Q15119
O60895	P63092
Q13370	Q13555
Q16254	Q9UQ80
O95169	Q9P0J0
P61020	Q9H223
O14775	P28482
P22607	P42336
P18146	Q93070
O43707	P56199
O15239	O95178
P13196	P42338
O14757	Q8WXE1
P49736	Q9BRX5
P00367	Q99558
P54289	Q06190
P25942	P34932
P02768	P81605
P29992	Q9BZM2
P29353	P42680
P21918	Q5JWF2
P32121	Q8NGN6
Q07812	Q9P2Y5
P51991	Q16629
406982	P40763
P19174	P20138
Q6P996	Q99623
Q00722	Q9BYG5
O75019	P12314
P61247	Q8IW19
P06241	Q9NYQ7
O60506	P01889
P38159	Q00839
P11234	Q07889
O95168	Q9P0J0
P18146	Q00577
P04156	Q96A00
P04141	Q01344
P43403	Q13239
P25054	Q92793
Q13683	Q9NVD7
P15153	P53365
P10276	Q9UL19
O14561	P56556
Q14CB8	Q7L0Q8
O14775	P62879
P18146	Q14943
Q14164	Q15631
P84243	Q9Y294
P06213	Q99490
P31946	Q14469
P31946	P49815
Q14161	Q96DR7
Q16637	Q71U36
P62380	Q9NWZ3
P62491	Q9UET6
O00463	Q13546
P60953	Q9Y4K3
Q6UN15	Q9P2I0
P20809	P42702
P43121	Q01094
P10074	Q92997
P09486	Q9NY15
P41236	Q9Y243
O75674	Q69YN2
O14544	P42701
O43353	P07437
P23528	Q15007
P63215	Q16539
P32121	Q8NGJ5
P05067	Q07954
P36873	Q96BA8
P41279	Q9Y6K9
O15169	P51681
O60739	P62910
O14745	Q68EM7
P01106	Q15172
P20936	Q15303
O75369	Q9UQM7
Q9NQC7	Q9Y4K3
A7E2Y1	P63261
O95471	P78369
P15336	P19784
P40225	Q08334
Q13217	Q9NZJ5
P19012	Q8N715
P20338	Q9HD15
Q15149	Q99459
P10275	P18146
P48443	Q92831
Q13490	Q9H0E2
P52198	Q92608
P23528	Q12792
P10451	P17301
O00487	Q5VTR2
P48736	Q05513
P36873	P46020
P22694	Q09472
O00483	P03901
O60244	Q13503
P47813	Q96BK5
P31314	Q16619
P03950	P13489
Q13137	Q9UBL6
P38405	Q8NH03
P15509	Q8WXH5
P58546	Q6XUX3
Q01081	Q9UBU9
P18754	Q9BRK5
P06241	Q9UIF9
P54257	Q16445
P41091	P49662
P35626	P58182
O15131	P12956
P30559	Q7Z3S7
Q03014	Q9NQ30
Q99879	Q9UQL6
P19438	Q9NVI1
O15047	Q01094
P03372	Q13233
P10275	Q9UER7
P60510	Q9NZT1
O75369	O95433
P53708	P60709
P21802	Q9H0M0
Q14194	Q9UKV5
P01106	P23634
O43674	P17568
Q5KU26	Q9NV70
P05556	Q08380
P63208	Q9Y2K7
P40337	P48739
Q71DI3	Q9H160
Q13242	Q15287
Q13418	Q92621
Q9P0Z9	Q9ULJ1
O43541	Q9HAU4
P04406	P68032
Q96B02	Q9NZS9
P61978	P63104
P10720	P46094
O15047	P24864
O60292	P16220
P61968	Q9UK32
P62851	P62979
O43707	P29474
Q7Z3E2	Q9HAU0
Q13315	Q9Y2W1
P15509	P29597
Q9BYV9	Q9Y5Q3
O75398	P49840
O95453	P49137
51639	Q9Y478
Q14626	Q8WXH5
Q15834	Q9UJ04
P10720	P41597
O94761	P39748
P14316	P68400
Q8N6T3	Q9GZQ8
P25963	Q96HA1
P46934	Q02543
P49841	Q969Q0
P20702	Q14773
O94906	P14678
P04637	Q9NV56
O15031	Q9NZN5
P13727	Q9NWF9
P28482	Q8N5C8
P02743	P31994
P19438	Q92835
P12110	P17301
P01106	Q9Y689
O75044	Q07890
P26599	Q99459
P04626	P27361
P12814	Q9UMD9
O15444	P32302
P01588	P06400
P08842	P21281
P47898	P50150
O15533	P04439
O15162	Q9NQX5
P47870	Q9NQX3
P11142	Q13315
O43493	Q9H3P7
P05362	P40763
O95167	Q9NX14
Q5TA89	Q92858
Q9H0H5	Q9NYQ7
Q14332	Q6FHJ7
P30291	P63104
P63000	Q92558
P49841	Q06330
O15018	P58400
Q13315	Q9H0W5
Q00610	Q9H492
P49915	Q99459
Q6VN20	Q96KG7
Q06330	Q96K30
P16471	Q8IZJ0
Q14764	Q99459
P46060	P63165
P63027	Q13315
P56182	P68371
P17858	Q00653
P10600	Q14766
P21860	Q05397
P24941	Q96PU4
P61224	Q9Y4G8
P04406	P49023
P38405	Q9Y4A9
Q9H9S0	Q9NRR4
P51681	P51948
Q5VTD9	Q7Z406
P02545	Q16513
O95267	P47712
P04628	Q92765
P29350	Q08334
O95931	P35227
O60427	Q9UBM7
O95343	Q9Y2V3
O60244	Q93074
O95139	Q16795
P60709	Q9NVD7
O43290	P63165
P54646	P54840
P43403	Q8WYR1
P02652	P41235
Q9H461	Q9UBV4
P61106	Q14164
P24821	Q9UKX5
P27540	Q9UNQ0
O95477	Q92796
O95405	P15036
P30153	Q13136
Q96DH6	Q9H361
P23396	P46782
P30279	P51692
O15162	Q9P2R6
O95249	P46459
P14316	P40306
P51817	P51828
P05121	P28300
O60739	P60981
P40429	Q9Y3U8
P18146	P61978
P51959	Q00535
O95835	P46937
P19447	Q92759
O15530	Q13485
P35442	P61812
P02489	Q07817
O15126	Q15811
O15297	P05412
P12081	P26639
Q02156	Q96HC4
P27986	Q9Y4K3
P62906	P63173
Q16539	Q9H869
O15335	P23229
P48730	Q16526
O76003	Q6UY14
Q99717	Q9NXD2
Q9BVP2	Q9NX58
406887	Q9H9Z2
Q13769	Q8NI27
O15111	P84243
Q08043	Q6P1J9
P46776	P62906
O60603	P27348
O00214	P08254
Q99460	Q9UBN6
P01241	P17980
Q14194	Q9NQC3
O75674	Q9NP72
P23527	Q6FI13
Q13330	Q9UBB5
Q14919	Q9UIJ7
O95452	P29033
P31689	Q6WCQ1
P04183	Q9UMN6
A6NIX2	O95835
P10827	P60709
P12757	Q5T5Y3
P19883	P58166
P51817	Q8TD86
P62424	Q00005
Q7L7L0	Q8N257
Q16531	Q9Y6J9
P18146	P37231
P63104	Q9UKX3
P26951	P48736
P17948	Q16665
P27348	Q9Y4H2
P41182	Q9ULV5
P48357	Q13131
Q07864	Q92547
P22694	P42261
P16104	Q93079
Q14197	Q9NRX2
406938	Q13464
Q9NR12	Q9UI14
Q86WJ1	Q9C0C9
P22607	Q9HAU4
O75182	Q08999
Q07890	Q3MIN7
P53582	Q96T58
O00635	Q5VVX9
P51532	Q13127
P32248	P47992
P61978	Q8IWZ8
P16581	P19174
P08107	P21757
P46109	Q92569
P08670	P61956
Q14683	Q8WVM7
P05230	P06213
P62805	Q4FZB7
P51692	P52333
P48200	Q9BYM8
P17275	Q14494
O00329	P46108
P30480	Q9NSE4
P56545	Q9UBG7
P08700	P10912
P35900	Q9HAU0
P26006	Q9Y4G6
O14924	P05556
P19525	P45985
O14904	Q14332
P00519	P05412
P11532	Q13315
P01137	Q14839
Q92734	Q9NXU5
O43521	O43524
P34932	Q6P1J9
P01100	Q9Y259
P10275	P63244
P31749	P51617
P01374	Q06643
P32121	Q8NGG7
Q92692	Q96NY8
P51610	Q93079
P40937	Q9Y3C7
P05093	P08651
P49682	Q07325
P62899	Q9NVP2
P16104	P62158
O60353	P09471
P40145	P63215
P21941	P48436
P38405	Q8NGK5
O75529	P02766
A8K6C2	P31785
O75940	Q14974
O60292	P63104
Q96B02	Q9UKV5
Q13315	Q9H9B1
O60506	P16104
Q96IJ6	Q9Y5P6
O00303	P21127
Q15233	Q6WCQ1
P31314	Q13642
P04637	Q15572
P15509	P26441
407021	Q01453
P01567	Q8N6P7
P49137	Q16539
P08107	Q6R327
P03372	Q86VZ2
P43630	Q06124
406915	P35226
Q15714	Q9HB58
P12429	Q13432
P42677	P62266
Q6NUP7	Q9UGN5
P01116	Q13557
P02679	P16871
P20618	P49720
P62258	Q9UQL6
O00187	O00602
P62837	Q96FW1
Q13618	Q16236
O43318	Q15759
Q13404	Q99496
Q96BV0	Q9NYL2
P0C5Z0	P56524
O43187	Q15051
Q8IY92	Q8N1F7
Q99062	Q9ULV8
Q6UN15	Q9UKF6
P25208	P62993
P06400	P24864
O43295	P08134
O43426	Q15811
P32302	Q16663
Q13315	Q96MG8
P32121	P47890
O60825	P63104
P07359	P62258
P38405	Q96R47
Q9H0E3	Q9HBM6
P00519	P18146
O95503	Q14781
O00267	O43148
P01375	P08047
P48551	Q8WXH5
O43306	Q5JWF2
P18124	P62993
O95639	Q9UKF6
P50616	P55795
Q00839	Q15366
P83916	Q9Y232
P07478	Q8TEW0
P30480	P49915
P01375	Q03060
O43747	Q6VY07
P62913	Q9UL18
P00519	P42166
Q9H0E2	Q9Y4C2
Q01844	Q16558
O15530	P08575
Q13315	Q14790
P41235	Q13310
P0C5Y9	Q9UKV0
P32242	Q9UKJ5
P38405	Q8NGD5
P27635	P84098
P41143	P63096
P15170	Q9Y4K3
O00329	P41743
P06213	P42338
Q14498	Q99459
O60814	Q9BTM1
O14933	P98170
P13639	Q9UGI9
P13569	P22061
O00267	O95405
P51681	Q9UNF1
P05161	P23458
Q07812	Q96PG8
P61587	Q9NZN5
P40337	P49755
P06241	Q99259
P40818	Q9NZZ3
Q9UBV4	Q9ULW2
O75461	P38398
P50591	Q12778
O00585	P49682
P12004	Q9UNA4
P07992	Q8IY92
O14686	P68431
Q5UIP0	Q9H1D9
Q99459	Q99460
P46781	P62263
P01137	P34741
P46940	Q04695
P00734	P00742
Q13315	Q9UIG0
P20042	Q16656
P01106	Q9NQH7
P34931	Q99759
Q13113	Q7L5N1
Q14686	Q8NEZ4
O14744	Q92561
Q07890	Q86YV0
P08238	Q15628
P42263	P49840
Q16555	Q9NRI5
Q13418	Q13573
P55085	Q5JY77
P68431	Q96GD4
P27986	Q86YM7
P16333	P20231
Q8N8V2	Q9BX70
Q8WZ42	Q99684
O00487	P23508
P02679	P08514
P09467	Q8TBB1
P0CG47	P60900
P09661	Q15428
P43699	Q9P031
P06756	Q07890
P15336	P17252
P19013	Q8IY92
P26010	Q16363
Q02556	Q8NDB2
P08151	Q9UKB1
O95644	P49238
O60331	Q13464
Q8NF91	Q9UKV8
P20273	Q13094
P15408	P17275
P28347	Q9UJU2
P41743	Q8WYR1
Q96B26	Q9NQT4
Q4G163	Q9Y297
P55157	Q99259
O43561	Q92918
P11487	P35968
P20309	Q8IZF0
O75937	P01243
Q96EZ8	Q9UER7
O15105	P57059
P31749	Q3V6T2
Q9BZX2	Q9HC98
P45983	Q96LC9
Q08828	Q16566
P26951	P40225
O14733	Q9BQI3
P14784	P51692
Q05516	Q9NPJ4
P05388	P62888
Q07157	Q9ULL8
P01106	P22736
P21246	Q12873
P62807	Q6FI13
Q86UW9	Q9NRR5
P35225	P78552
Q13315	Q4VC05
P10276	P43699
P54727	Q9H4G4
P42336	P42338
P49841	P54840
P10145	P32246
P51817	Q8NFM4
P30046	Q6XUX3
O15530	P23470
P04899	P27361
P05412	P48506
P22612	Q08499
Q3T906	Q9UJJ9
P38159	Q9BUJ2
Q6ZNA4	Q9Y2X8
O14602	P60228
O43324	Q13315
Q96PU8	Q9UBR4
P22694	Q9NZT1
P40337	Q13315
Q13137	Q3YEC7
P11274	P98077
P54253	Q96MN9
P0CG48	Q969F2
P18146	P43026
P22694	P62955
Q12933	Q96EK7
P25024	P51671
O95267	Q68DD2
Q14677	Q9H0R8
P22626	Q05519
P35222	P63104
P54253	Q99700
P14618	Q9Y6X8
P06756	Q16363
P40337	Q00005
P29459	Q8IU57
P27635	Q02878
Q07011	Q9BUZ4
O75478	Q9Y6J9
P60953	Q8N1I0
P55210	Q9UNN5
O15169	Q9UD71
P09601	Q12906
Q15349	Q99640
P49750	Q99873
P20585	Q8IY92
P13798	P53990
P09651	P52272
P32302	Q07325
Q15653	Q8NI77
P08908	P16520
P04844	P43360
P01133	P22607
O14654	P27361
P19532	Q99623
P10276	Q12796
O95484	Q96B33
P19013	Q5VYV7
P55795	Q14103
Q14152	Q9UL03
P26641	P62316
Q15796	Q9UQ72
O95257	Q8WWL7
P05129	Q9GZT9
Q16659	Q8WY91
Q04206	Q08117
P25686	Q9UMX0
Q06124	Q13191
Q7Z3S7	Q9UQM7
P30050	Q15843
O00483	P03905
Q6ZUM4	Q9H4E5
P08069	Q9NP95
P12931	P62834
P57087	Q07157
O95251	Q8WZ19
Q13153	Q15172
O95622	P16520
P32121	Q8NGE9
O00459	P08581
O94782	P0CG47
P28566	P43686
P49757	Q96J02
P00533	P04264
O95467	P43119
P01876	Q9P2D8
Q9NRM6	Q9UHF5
P32121	Q9ULV1
P46527	P51946
P00519	P31273
Q96HR3	Q9NX70
P35222	P84022
O00750	P09619
P55735	Q9Y6B6
P32121	Q8NGH5
P37802	Q9Y4K3
O15479	P46781
P06213	Q9GZV9
O95445	Q9NWK9
O76095	Q2QGD7
P32121	Q8NGK9
P07333	P49715
Q15326	Q15796
P10914	Q03518
P29274	Q08043
P46379	Q969H8
Q8TDM6	Q9BSF8
P09651	P14866
P07332	Q9UIW2
Q6VMQ6	Q9NQ87
Q13555	Q99941
P07359	P43405
O43586	P37268
O15400	Q9UEU0
P35544	P62273
P40692	P63010
O43524	O43741
O60262	P63092
Q96QC0	Q9NYB0
P63104	Q00536
Q01968	Q9H0U4
P04637	Q9UI32
P51684	P63096
P62993	Q14118
O15444	P46092
P02462	Q07092
Q07889	Q8NF50
O96013	P36957
P01112	P05771
P10275	Q9Y2I1
O95166	P47869
P04637	P54132
P98095	Q01955
P01889	Q14566
P31749	Q6ZSY5
P50570	Q12965
Q13535	Q9UJA5
P05067	P45983
P10912	P13232
P61218	Q9NW08
O75751	P48023
P10275	P40189
O60231	Q13485
P35579	P63261
P56545	Q15583
Q13952	Q6AI39
Q9UKN8	Q9Y5Q8
B1A4H9	Q01344
P26368	P67809
P62888	P62913
P40429	P62424
Q01201	Q07021
P60709	P62826
O60343	Q92547
O43674	O95298
P35520	P42858
O14939	P23528
O15169	P49815
P52434	Q9NVU0
Q99418	Q9Y487
P15121	P23508
P61247	Q9NY93
P49841	Q9Y3F4
P18887	Q7Z2E3
O75525	P38159
P10070	P22314
O00459	P55211
P04179	P16104
O95166	Q9BPW8
Q6PEY2	Q92974
406952	Q4LE39
O75173	P01009
O14788	Q9P2H0
P38936	Q96FW1
P78347	Q99459
P19338	P31949
P56279	Q7L7L0
Q14103	Q9UKM9
P18846	P48729
Q9H4E5	Q9UNA1
P04150	P84022
P63104	Q13501
P30411	P50148
O15530	Q9BXL7
Q8NB16	Q96HS1
P40189	P48736
O15400	Q9P253
P61371	Q8TE12
P05129	Q9P212
O60343	Q6N021
P50914	P61927
O15111	P04792
P06213	Q9NRF2
O75791	Q9UQC2
P36575	P49407
Q15796	Q96PU5
Q86YZ3	Q9UKV8
P49841	Q9Y6E2
P18206	P55084
Q13522	Q15173
P63215	Q13972
Q9NTI5	Q9UQE7
P05106	Q92752
P35222	Q86UL8
O00206	Q15306
P04629	Q16827
P37231	Q96RS0
O14764	P60520
P46527	Q9Y3I1
P22392	Q15084
O75251	P09104
O00329	P07333
Q9NQB0	Q9Y265
Q16543	Q6NZ67
P50395	P61019
Q08117	Q9Y3C7
P22694	Q70SY1
Q12873	Q92956
Q13422	Q13547
A6NM45	P56856
O00327	P0CG48
406900	Q96J02
P30480	Q02750
O95817	Q9UJY1
P26022	Q15485
O00161	P43243
P28482	P63000
P10912	P52333
Q86TM6	Q9BQ90
P05556	P21815
P18074	Q6ZYL4
P84095	Q52LW3
P16333	Q7L0Q8
P04156	P46531
Q02930	Q13557
O96000	P56556
P49840	Q12879
P01033	P61956
O15479	P39019
O15519	P45985
O43752	P51809
P36873	Q16816
P23508	P30085
O15169	Q9Y4X0
P22626	P22736
P10721	Q96B97
O75367	Q99879
Q96A08	Q96KK5
P28482	Q02930
P49792	P61956
O75592	P31947
P06756	P22105
P23467	P35222
P78524	Q15796
P06241	Q9UQB3
P28074	Q9Y244
Q8NHS9	Q9UL33
P29460	Q99665
O00574	P02776
O43491	P42261
P30260	Q9UM11
P00540	P62070
P22362	P25025
O75438	O95298
P07948	Q03405
P13942	P56199
P08670	Q9Y6K9
O94832	Q13233
P55774	P68104
P21802	Q96PU5
Q05823	Q15646
P11171	P35580
O14980	Q13158
P39019	P63220
O95257	P04637
O76071	Q9UHI6
P62913	Q9UQ80
Q13247	Q92620
Q15047	Q9UBC3
O60880	P20273
P42771	Q9P1U1
P61244	Q15759
P12931	P31749
P02787	P24592
Q14055	Q8NC60
P14778	Q6IA17
P15153	P31150
P36873	P50750
P24385	Q13547
P17948	Q9HCE7
P47898	P59768
O15264	P22234
Q14181	Q9UBN7
O43323	Q13635
Q86UT6	Q9Y6K9
Q14512	Q14526
P53779	Q16828
O43156	Q9Y4A5
A0JLT2	Q96C00
Q96ST3	Q99459
P22736	Q13164
P61586	Q9H8V3
Q13315	Q8IX21
P04439	P43626
P40937	Q5T3J3
O43264	O43683
Q16584	Q92918
Q86YZ3	Q96BK5
O00470	P40424
O15265	O75528
P07333	P49765
P63098	Q9UIK4
P08238	Q6WCQ1
P27361	Q9C0H2
P14780	P35625
P35606	Q99459
Q02363	Q92858
O14776	Q8N2W9
O15111	P07437
P26368	Q8N7W2
P01133	P26447
P01100	Q08050
O95400	P63162
Q13573	Q96TA1
P56199	Q17RW2
Q16385	Q9Y2D8
O95793	P62753
Q92569	Q9H410
P06493	Q8NHZ8
P33240	Q92993
P16949	Q15019
P01137	Q9UBB5
P54257	Q9P2H0
O95433	Q9H1R2
O00144	Q15147
P01106	Q15813
O95167	P03905
P38936	Q92925
P63096	Q00975
P35916	P98077
O60271	Q9NPJ4
P10912	Q8IZJ0
O14641	Q99466
P17948	P46108
P58335	P62987
P01871	P02751
P62993	Q5JSH3
P16333	P23759
P26038	Q92574
P60953	Q8IVF5
P05386	P61927
O15455	P42338
O95167	O95178
P14621	P49716
Q9BY67	Q9Y2J2
P62487	Q9GZS3
P62136	Q562F6
O43474	P40763
O60674	Q99570
P02686	Q9GZU7
O14727	Q07812
P00519	Q00535
O14727	Q96GX9
P84243	Q9UJW3
O75112	Q9NPC6
P60228	P60709
Q92616	Q9Y4K3
O14641	P49674
P52788	Q9UET6
Q03164	Q12948
O75896	Q86SQ4
P27482	Q8IY92
O96019	Q9ULG1
Q07889	Q96HP0
Q96KM6	Q9NRG4
Q86VZ2	Q9UBL3
P26951	P60568
P78330	Q14558
P15382	P22612
P14598	Q05655
Q9BTT4	Q9Y2X0
P12270	P28482
O95793	P50914
O75896	Q562F6
P38936	Q9Y3C7
P31947	Q8TF72
O00291	Q16659
P51679	Q9NZN8
P04183	Q15652
O00273	Q96NT1
Q8IWZ6	Q9UPT5
P11387	P16403
P41586	P62158
P27930	P42574
O75940	Q9BVP2
P11216	Q9NZT1
O75971	Q92966
P25787	Q9Y5K5
P11387	Q13315
P17813	P37023
O60671	Q92547
O15360	Q13535
P04156	P22626
Q92925	Q9UJX2
Q8IVH2	Q9H334
P30533	Q14181
P20248	Q08999
Q15038	Q8NHQ1
P16520	P42338
P21860	Q96PU5
P16949	Q96BK5
Q6FI13	Q99879
P04222	Q15365
P20936	Q07890
P53567	Q15744
Q96EB6	Q9H1Y0
O75900	Q09472
P04637	Q00978
P68104	Q9Y6G3
Q14191	Q96EB6
Q13115	Q14194
P49841	P51531
Q14197	Q9BYN8
P22681	Q99650
P58400	Q9Y6X6
P61077	Q14258
P30304	Q14004
P31153	P62330
P19387	P62875
O15264	P49137
P31269	P40426
P14416	P50150
Q8N8B7	Q9Y2I6
P13639	P54646
P51817	Q9NZT1
Q13315	Q8TAQ2
Q02156	Q9NYF0
Q6NXE6	Q9Y5J5
Q04206	Q9Y4K3
P05783	Q8IYI6
P01889	Q9UBT2
O43918	P17844
P53350	Q99459
P08670	Q7L311
P08107	Q9NYJ8
O60869	Q13285
P12034	P21802
P01112	P51812
P16520	P62879
P20618	Q99436
Q01344	Q9NPF7
O95433	Q9Y5I2
O60291	P62837
P62917	Q01094
P60953	Q5UIP0
P50148	Q9BZM2
P17081	Q96QB1
P31785	P41159
Q9UI95	Q9UM13
Q04771	Q13501
O15530	P05129
P24394	Q9NPF7
P03901	Q9NX14
O14980	Q13315
Q8NHQ1	Q9H9D4
P43686	P61289
P12956	Q12851
O14744	P08621
P20042	P78344
P51946	Q7L4P6
O60271	P84077
O75116	P48426
P05387	P49207
P18146	Q12796
Q03001	Q96RT1
407029	Q14457
A8K6C2	Q99665
O95644	P17947
P14635	Q9UM11
P25490	Q8IY57
P38405	Q08828
O00217	P03886
P00519	P38398
Q13315	Q15751
O00237	P61088
P14923	Q96HA8
P01876	Q8N5T2
Q99879	Q9C005
P01138	P22455
P84098	Q13573
P0CG48	Q8IVM0
O15519	P58107
P27797	Q03518
O14788	Q14703
